Sequence	BIPA
v_w[?]:	vʷː
F_w[?]:	ɱʷː
d_<_w[?]:	ɗʷː
T_w[?]:	θʷː
D_w[?]:	ðʷː
d_w[?]:	dʷː
z_w[?]:	zʷː
K\_w[?]:	ɮʷː
n_w[?]:	nʷː
Z_w[?]:	ʒʷː
t`_w[?]:	ʈʷː
d`_w[?]:	ɖʷː
s`_w[?]:	ʂʷː
z`_w[?]:	ʐʷː
n`_w[?]:	ɳʷː
J\_w[?]:	ɟʷː
c_x_w[?]:	çʷː
j\\_w[?]:	ʝʷː
J_w[?]:	ɲʷː
g_w[?]:	gʷː
g_<_w[?]:	ɠʷː
x_w[?]:	xʷː
G_w[?]:	ɣʷː
N_w[?]:	ŋʷː
G\_w[?]:	ɢʷː
G\\_<_w[?]:	ʛʷː
X_w[?]:	χʷː
R_w[?]:	ʁʷː
N\_w[?]:	ɴʷː
?\_w[?]:	ʕʷː
X\_w[?]:	ħʷː
?_w[?]:	ʔʷː
h_w[?]:	hʷː
h\_w[?]:	ɦʷː
m_0_w[?]:	m̥ʷː
F_0_w[?]:	ɱ̥ʷː
n_0_w[?]:	n̥ʷː
n`_0_w[?]:	ɳ̥ʷː
J_0_w[?]:	ɲ̥ʷː
N_0_w[?]:	ŋ̥ʷː
N\_0_w[?]:	ɴ̥ʷː
p_w[?]_h:	pʷʰː
b_w[?]_h:	bʷʰː
b_<_w[?]_h:	ɓʷʰː
m_w[?]_h:	mʷʰː
F_w[?]_h:	ɱʷʰː
d_<_w[?]_h:	ɗʷʰː
t_w[?]_h:	tʷʰː
d_w[?]_h:	dʷʰː
n_w[?]_h:	nʷʰː
t`_w[?]_h:	ʈʷʰː
d`_w[?]_h:	ɖʷʰː
n`_w[?]_h:	ɳʷʰː
c_w[?]_h:	cʷʰː
J\_w[?]_h:	ɟʷʰː
J_w[?]_h:	ɲʷʰː
k_w[?]_h:	kʷʰː
g_w[?]_h:	gʷʰː
g_<_w[?]_h:	ɠʷʰː
N_w[?]_h:	ŋʷʰː
q_w[?]_h:	qʷʰː
G\_w[?]_h:	ɢʷʰː
G\\_<_w[?]_h:	ʛʷʰː
N\_w[?]_h:	ɴʷʰː
?_w[?]_h:	ʔʷʰː
m_0_w[?]_h:	m̥ʷʰː
F_0_w[?]_h:	ɱ̥ʷʰː
n_0_w[?]_h:	n̥ʷʰː
n`_0_w[?]_h:	ɳ̥ʷʰː
J_0_w[?]_h:	ɲ̥ʷʰː
N_0_w[?]_h:	ŋ̥ʷʰː
N\_0_w[?]_h:	ɴ̥ʷʰː
p_=_w[?]:	p̩ʷː
b_=_w[?]:	b̩ʷː
b_<_=_w[?]:	ɓ̩ʷː
p\_=_w[?]:	ɸ̩ʷː
B_=_w[?]:	β̩ʷː
m_=_w[?]:	m̩ʷː
f_=_w[?]:	f̩ʷː
v_=_w[?]:	v̩ʷː
F_=_w[?]:	ɱ̩ʷː
d_<_=_w[?]:	ɗ̩ʷː
T_=_w[?]:	θ̩ʷː
D_=_w[?]:	ð̩ʷː
t_=_w[?]:	t̩ʷː
d_=_w[?]:	d̩ʷː
s_=_w[?]:	s̩ʷː
z_=_w[?]:	z̩ʷː
K_=_w[?]:	ɬ̩ʷː
K\_=_w[?]:	ɮ̩ʷː
n_=_w[?]:	n̩ʷː
S_w_=_w[?]:	ʃ̩ʷː
Z_=_w[?]:	ʒ̩ʷː
t`_=_w[?]:	ʈ̩ʷː
d`_=_w[?]:	ɖ̩ʷː
s`_=_w[?]:	ʂ̩ʷː
z`_=_w[?]:	ʐ̩ʷː
n`_=_w[?]:	ɳ̩ʷː
c_=_w[?]:	c̩ʷː
J\_=_w[?]:	ɟ̩ʷː
c_x_=_w[?]:	ç̩ʷː
j\\_=_w[?]:	ʝ̩ʷː
J_=_w[?]:	ɲ̩ʷː
k_=_w[?]:	k̩ʷː
g_=_w[?]:	g̩ʷː
g_<_=_w[?]:	ɠ̩ʷː
x_=_w[?]:	x̩ʷː
G_=_w[?]:	ɣ̩ʷː
N_=_w[?]:	ŋ̩ʷː
q_=_w[?]:	q̩ʷː
G\_=_w[?]:	ɢ̩ʷː
G\\_<_=_w[?]:	ʛ̩ʷː
X_=_w[?]:	χ̩ʷː
R_=_w[?]:	ʁ̩ʷː
N\_=_w[?]:	ɴ̩ʷː
?\_=_w[?]:	ʕ̩ʷː
X\_=_w[?]:	ħ̩ʷː
?_=_w[?]:	ʔ̩ʷː
h_=_w[?]:	h̩ʷː
h\_=_w[?]:	ɦ̩ʷː
m_=_0_w[?]:	m̩̥ʷː
F_=_0_w[?]:	ɱ̩̥ʷː
n_=_0_w[?]:	n̩̥ʷː
n`_=_0_w[?]:	ɳ̩̥ʷː
J_=_0_w[?]:	ɲ̩̥ʷː
N_=_0_w[?]:	ŋ̩̥ʷː
N\_=_0_w[?]:	ɴ̩̥ʷː
W:	ʍː
x\[?]:	ɧː
z\:	ʑː
kp:	kpː
gb:	gbː
pt:	ptː
bd:	bdː
ts\:	tɕː
dz\:	dʑː
W_=:	ʍ̩ː
x\[?]_=:	ɧ̩ː
s\_=:	ɕ̩ː
z\_=:	ʑ̩ː
W_j:	ʍʲː
x\[?]_j:	ɧʲː
s\_j:	ɕʲː
z\_j:	ʑʲː
W_=_j:	ʍ̩ʲː
x\[?]_=_j:	ɧ̩ʲː
s\_=_j:	ɕ̩ʲː
z\_=_j:	ʑ̩ʲː
W_w[?]:	ʍʷː
x\[?]_w[?]:	ɧʷː
z\_w[?]:	ʑʷː
W_=_w[?]:	ʍ̩ʷː
x\[?]_=_w[?]:	ɧ̩ʷː
s\_=_w[?]:	ɕ̩ʷː
z\_=_w[?]:	ʑ̩ʷː
kp_h:	kpʰː
gb_h:	gbʰː
pt_h:	ptʰː
bd_h:	bdʰː
ts\_h:	tɕʰː
dz\_h:	dʑʰː
kp_w[?]:	kpʷː
gb_w[?]:	gbʷː
pt_w[?]:	ptʷː
bd_w[?]:	bdʷː
ts\_w[?]:	tɕʷː
dz\_w[?]:	dʑʷː
kp_j:	kpʲː
gb_j:	gbʲː
pt_j:	ptʲː
bd_j:	bdʲː
ts\_j:	tɕʲː
dz\_j:	dʑʲː
pp\_h:	pɸʰː
bB_h:	bβʰː
pf_h:	pfʰː
bv_h:	bvʰː
d_d_h:	d̪ʰː
d_-_h:	d̠ʰː
tT_h:	tθʰː
tT_h:	tθʰː
dz_d_h:	dz̪ʰː
d_-K\_-_h:	d̠ɮ̠ʰː
tK_d_h:	tɬ̪ʰː
dz_h:	dzʰː
dD_h:	dðʰː
n_d_h:	n̪ʰː
t_-_h:	t̠ʰː
ts_h:	tsʰː
dK\_h:	dɮʰː
tK_h:	tɬʰː
n_-_h:	n̠ʰː
tS_w_h:	tʃʰː
dZ_h:	dʒʰː
t`s`_h:	ʈʂʰː
d`z`_h:	ɖʐʰː
cc_x_h:	cçʰː
J\j\\_h:	ɟʝʰː
k_+_h:	k̟ʰː
k_-_h:	k̠ʰː
g_+G_+_h:	g̟ɣ̟ʰː
gG_h:	gɣʰː
g_-G_-_h:	g̠ɣ̠ʰː
k_+x_+_h:	k̟x̟ʰː
kx_h:	kxʰː
k_-x_-_h:	k̠x̠ʰː
N_+_h:	ŋ̟ʰː
N_-_h:	ŋ̠ʰː
G\R_h:	ɢʁʰː
qX_h:	qχʰː
pp\_w[?]:	pɸʷː
bB_w[?]:	bβʷː
pf_w[?]:	pfʷː
bv_w[?]:	bvʷː
t_d_w[?]:	t̪ʷː
d_d_w[?]:	d̪ʷː
d_-_w[?]:	d̠ʷː
tT_w[?]:	tθʷː
ts_d_w[?]:	ts̪ʷː
dz_d_w[?]:	dz̪ʷː
d_-K\_-_w[?]:	d̠ɮ̠ʷː
tK_d_w[?]:	tɬ̪ʷː
dz_w[?]:	dzʷː
K_d_w[?]:	ɬ̪ʷː
dD_w[?]:	dðʷː
n_d_w[?]:	n̪ʷː
t_-_w[?]:	t̠ʷː
ts_w[?]:	tsʷː
dK\_w[?]:	dɮʷː
tK_w[?]:	tɬʷː
K_-_w[?]:	ɬ̠ʷː
K\_-_w[?]:	ɮ̠ʷː
n_-_w[?]:	n̠ʷː
tS_w_w[?]:	tʃʷː
dZ_w[?]:	dʒʷː
t`s`_w[?]:	ʈʂʷː
d`z`_w[?]:	ɖʐʷː
cc_x_w[?]:	cçʷː
J\j\\_w[?]:	ɟʝʷː
k_+_w[?]:	k̟ʷː
k_-_w[?]:	k̠ʷː
x_+_w[?]:	x̟ʷː
x_-_w[?]:	x̠ʷː
G_+_w[?]:	ɣ̟ʷː
G_-_w[?]:	ɣ̠ʷː
g_+G_+_w[?]:	g̟ɣ̟ʷː
gG_w[?]:	gɣʷː
g_-G_-_w[?]:	g̠ɣ̠ʷː
k_+x_+_w[?]:	k̟x̟ʷː
kx_w[?]:	kxʷː
k_-x_-_w[?]:	k̠x̠ʷː
N_+_w[?]:	ŋ̟ʷː
N_-_w[?]:	ŋ̠ʷː
G\R_w[?]:	ɢʁʷː
qX_w[?]:	qχʷː
pp\_j:	pɸʲː
bB_j:	bβʲː
pf_j:	pfʲː
bv_j:	bvʲː
t_d_j:	t̪ʲː
d_d_j:	d̪ʲː
d_-_j:	d̠ʲː
tT_j:	tθʲː
ts_d_j:	ts̪ʲː
dz_d_j:	dz̪ʲː
d_-K\_-_j:	d̠ɮ̠ʲː
tK_d_j:	tɬ̪ʲː
dz_j:	dzʲː
K_d_j:	ɬ̪ʲː
dD_j:	dðʲː
n_d_j:	n̪ʲː
t_-_j:	t̠ʲː
ts_j:	tsʲː
dK\_j:	dɮʲː
tK_j:	tɬʲː
K_-_j:	ɬ̠ʲː
K\_-_j:	ɮ̠ʲː
n_-_j:	n̠ʲː
tS_w_j:	tʃʲː
dZ_j:	dʒʲː
t`s`_j:	ʈʂʲː
d`z`_j:	ɖʐʲː
cc_x_j:	cçʲː
J\j\\_j:	ɟʝʲː
k_+_j:	k̟ʲː
k_-_j:	k̠ʲː
x_+_j:	x̟ʲː
x_-_j:	x̠ʲː
G_+_j:	ɣ̟ʲː
G_-_j:	ɣ̠ʲː
g_+G_+_j:	g̟ɣ̟ʲː
gG_j:	gɣʲː
g_-G_-_j:	g̠ɣ̠ʲː
k_+x_+_j:	k̟x̟ʲː
kx_j:	kxʲː
k_-x_-_j:	k̠x̠ʲː
N_+_j:	ŋ̟ʲː
N_-_j:	ŋ̠ʲː
G\R_j:	ɢʁʲː
qX_j:	qχʲː
q_+	q̟
q_-	q̠
G\_+	ɢ̟
G\_-	ɢ̠
t`_a	ʈ̺
t`_+	ʈ̟
t`_-	ʈ̠
d`_a	ɖ̺
d`_+	ɖ̟
d`_-	ɖ̠
t`_m	ʈ̻
d`_m	ɖ̻
t_+	t̟
d_+	d̟
t_d_+	t̪̟
t_d_-	t̪̠
d_d_+	d̪̟
d_d_-	d̪̠
p_+	p̟
p_-	p̠
b_+	b̟
b_-	b̠
pt_a	pt̺
pt_+	pt̟
pt_-	pt̠
pt_N	pt̼
bd_N	bd̼
bd_a	bd̺
bd_+	bd̟
bd_-	bd̠
pt_m	pt̻
bd_m	bd̻
G\_?\	ɢˤ
q_?\:	qˤː
G\_?\:	ɢˤː
G\_?\:	ɢˤː
t`_?\	ʈˤ
d`_?\	ɖˤ
t`_?\:	ʈˤː
t`_?\:	ʈˤː
d`_?\:	ɖˤː
d`_?\:	ɖˤː
t_?\:	tˤː
t_?\:	tˤː
d_?\:	dˤː
d_?\:	dˤː
t_d_?\:	t̪ˤː
t_d_?\:	t̪ˤː
d_d_?\:	d̪ˤː
d_d_?\:	d̪ˤː
p_?\:	pˤː
pt_?\	ptˤ
bd_?\	bdˤ
pt_?\:	ptˤː
pt_?\:	ptˤː
bd_?\:	bdˤː
bd_?\:	bdˤː
c_-	c̠
J\_-	ɟ̠
c_j:	cʲː
k_j:	kʲː
q_j:	qʲː
g_j:	gʲː
J\_j:	ɟʲː
G\_j:	ɢʲː
c_H	cᶣ
k_H	kᶣ
q_H	qᶣ
g_H	gᶣ
J\_H	ɟᶣ
G\_H	ɢᶣ
c_G	cˠ
q_G	qˠ
J\_G	ɟˠ
G\_G	ɢˠ
g_+	g̟
g_-	g̠
c_G:	cˠː
k_G:	kˠː
q_G:	qˠː
J\_G:	ɟˠː
G\_G:	ɢˠː
k_j_w[?]	kʲʷ
c_j_w[?]	cʲʷ
c_w[?]_G	cʷˠ
k_w[?]_G	kʷˠ
q_w[?]_G	qʷˠ
J\_j_w[?]	ɟʲʷ
g_w[?]_G	gʷˠ
J\_w[?]_G	ɟʷˠ
G\_w[?]_G	ɢʷˠ
c_w[?]:	cʷː
g_w[?]:	gʷː
J\_w[?]:	ɟʷː
G\_w[?]:	ɢʷː
=\_a	ǂ̺
t`_j:	ʈʲː
d`_j:	ɖʲː
t`_H	ʈᶣ
d`_H	ɖᶣ
t`_G	ʈˠ
d`_G	ɖˠ
t`_G:	ʈˠː
d`_G:	ɖˠː
t`_j_w[?]	ʈʲʷ
t`_w[?]_G	ʈʷˠ
d`_j_w[?]	ɖʲʷ
d`_w[?]_G	ɖʷˠ
t`_w[?]:	ʈʷː
d`_w[?]:	ɖʷː
=\_+	ǂ̟
=\_-	ǂ̠
=\_m	ǂ̻
=\:	ǂː
=\_j	ǂʲ
=\_j:	ǂʲː
=\_j:	ǂʲː
=\_H	ǂᶣ
=\_G	ǂˠ
=\_G:	ǂˠː
=\_j_w[?]	ǂʲʷ
=\_w[?]	ǂʷ
=\_w[?]_G	ǂʷˠ
=\_w[?]:	ǂʷː
=\_w[?]:	ǂʷː
|\_a	ǀ̺
!\_a	ǃ̺
!\_+	ǃ̟
!\_-	ǃ̠
!\:	ǃː
!\_j	ǃʲ
!\_j:	ǃʲː
!\_j:	ǃʲː
t_j:	tʲː
d_j:	dʲː
!\_H	ǃᶣ
t_H	tᶣ
d_H	dᶣ
!\_G	ǃˠ
!\_G:	ǃˠː
t_G:	tˠː
d_G:	dˠː
!\_j_w[?]	ǃʲʷ
t_j_w[?]	tʲʷ
!\_w[?]	ǃʷ
!\_w[?]_G	ǃʷˠ
t_w[?]_G	tʷˠ
d_j_w[?]	dʲʷ
d_w[?]_G	dʷˠ
!\_w[?]:	ǃʷː
!\_w[?]:	ǃʷː
t_w[?]:	tʷː
d_w[?]:	dʷː
|\_+	ǀ̟
|\_-	ǀ̠
!\_m	ǃ̻
|\_m	ǀ̻
|\:	ǀː
|\_j	ǀʲ
|\_j:	ǀʲː
|\_j:	ǀʲː
t_d_j:	t̪ʲː
d_d_j:	d̪ʲː
|\_H	ǀᶣ
t_d_H	t̪ᶣ
d_d_H	d̪ᶣ
|\_G	ǀˠ
|\_G:	ǀˠː
t_d_G:	t̪ˠː
d_d_G:	d̪ˠː
|\_j_w[?]	ǀʲʷ
t_d_j_w[?]	t̪ʲʷ
|\_w[?]	ǀʷ
|\_w[?]_G	ǀʷˠ
t_d_w[?]_G	t̪ʷˠ
d_d_j_w[?]	d̪ʲʷ
d_d_w[?]_G	d̪ʷˠ
t_d_w[?]:	t̪ʷː
|\_w[?]:	ǀʷː
|\_w[?]:	ǀʷː
d_d_w[?]:	d̪ʷː
O\[?]_+	ʘ̟
kp_+	kp̟
kp_-	kp̠
O\[?]_-	ʘ̠
gb_+	gb̟
gb_-	gb̠
O\[?]:	ʘː
O\[?]_j	ʘʲ
O\[?]_j:	ʘʲː
O\[?]_j:	ʘʲː
kp_j:	kpʲː
gb_j:	gbʲː
O\[?]_G	ʘˠ
kp_G	kpˠ
gb_G	gbˠ
O\[?]_G:	ʘˠː
kp_G:	kpˠː
gb_G:	gbˠː
O\[?]_j_w[?]	ʘʲʷ
kp_j_w[?]	kpʲʷ
O\[?]_w[?]	ʘʷ
O\[?]_w[?]_G	ʘʷˠ
kp_w[?]_G	kpʷˠ
gb_j_w[?]	gbʲʷ
gb_w[?]_G	gbʷˠ
kp_w[?]:	kpʷː
O\[?]_w[?]:	ʘʷː
O\[?]_w[?]:	ʘʷː
gb_w[?]:	gbʷː
p_j:	pʲː
b_j:	bʲː
p_G:	pˠː
b_G:	bˠː
p_j_w[?]	pʲʷ
p_w[?]_G	pʷˠ
b_j_w[?]	bʲʷ
b_w[?]_G	bʷˠ
p_w[?]:	pʷː
pt_j:	ptʲː
bd_j:	bdʲː
pt_G	ptˠ
bd_G	bdˠ
pt_G:	ptˠː
bd_G:	bdˠː
pt_j_w[?]	ptʲʷ
pt_w[?]_G	ptʷˠ
bd_j_w[?]	bdʲʷ
bd_w[?]_G	bdʷˠ
pt_w[?]:	ptʷː
bd_w[?]:	bdʷː
c_?\	cˤ
g_?\	gˤ
J\_?\	ɟˤ
c_?\:	cˤː
c_?\:	cˤː
k_?\:	kˤː
k_?\:	kˤː
g_?\:	gˤː
g_?\:	gˤː
J\_?\:	ɟˤː
J\_?\:	ɟˤː
c_w[?]_?\	cʷˤ
k_w[?]_?\	kʷˤ
q_w[?]_?\	qʷˤ
g_w[?]_?\	gʷˤ
J\_w[?]_?\	ɟʷˤ
G\_w[?]_?\	ɢʷˤ
t`_w[?]_?\	ʈʷˤ
d`_w[?]_?\	ɖʷˤ
=\_?\	ǂˤ
=\_?\:	ǂˤː
=\_?\:	ǂˤː
=\_w[?]_?\	ǂʷˤ
!\_?\	ǃˤ
!\_?\:	ǃˤː
!\_?\:	ǃˤː
!\_w[?]_?\	ǃʷˤ
t_w[?]_?\	tʷˤ
d_w[?]_?\	dʷˤ
|\_?\	ǀˤ
|\_?\:	ǀˤː
|\_?\:	ǀˤː
|\_w[?]_?\	ǀʷˤ
t_d_w[?]_?\	t̪ʷˤ
d_d_w[?]_?\	d̪ʷˤ
O\[?]_?\	ʘˤ
kp_?\	kpˤ
gb_?\	gbˤ
O\[?]_?\:	ʘˤː
O\[?]_?\:	ʘˤː
kp_?\:	kpˤː
kp_?\:	kpˤː
gb_?\:	gbˤː
gb_?\:	gbˤː
O\[?]_w[?]_?\	ʘʷˤ
kp_w[?]_?\	kpʷˤ
gb_w[?]_?\	gbʷˤ
p_w[?]_?\	pʷˤ
b_w[?]_?\	bʷˤ
pt_w[?]_?\	ptʷˤ
bd_w[?]_?\	bdʷˤ
_?q	ˀq
q_?	qˀ
_?G\	ˀɢ
_?G\\_<	ˀʛ
G\_k	ɢ̰
G\\_<_k	ʛ̰
G\\_<_+	ʛ̟
G\\_<_-	ʛ̠
G\_?	ɢˀ
G\_k:	ɢ̰ː
G\\_<_k:	ʛ̰ː
_?t`	ˀʈ
t`_?	ʈˀ
_?d`	ˀɖ
d`_?	ɖˀ
t`\ˈ:	ʈ’ː
d`_k:	ɖ̰ː
_?t	ˀt
_?d	ˀd
_?d_<	ˀɗ
d_<_k	ɗ̰
d_<_a	ɗ̺
d_<_+	ɗ̟
d_<_-	ɗ̠
d_?	dˀ
t\ˈ:	t’ː
d_k:	d̰ː
d_<_k:	ɗ̰ː
_?t_d	ˀt̪
t_d_?	t̪ˀ
_?d_d	ˀd̪
d_<_m	ɗ̻
d_d_?	d̪ˀ
t_d\ˈ:	t̪’ː
d_d_k:	d̪̰ː
_?p	ˀp
p_?	pˀ
_?b	ˀb
_?b_<	ˀɓ
b_<_k	ɓ̰
b_<_+	ɓ̟
b_<_-	ɓ̠
b_?	bˀ
p\ˈ:	p’ː
b_k:	b̰ː
b_<_k:	ɓ̰ː
_?pt	ˀpt
pt_>	ptʼ
pt_?	ptˀ
_?bd	ˀbd
bd_k	bd̰
bd_?	bdˀ
pt\ˈ:	pt’ː
bd_k:	bd̰ː
G\\_<_?\	ʛˤ
G\_k_?\	ɢ̰ˤ
G\\_<_k_?\	ʛ̰ˤ
G\\_<_?\:	ʛˤː
G\\_<_?\:	ʛˤː
t`\ˈ_?\	ʈ’ˤ
d`_k_?\	ɖ̰ˤ
t\ˈ_?\	t’ˤ
d_<_?\	ɗˤ
d_k_?\	d̰ˤ
d_<_k_?\	ɗ̰ˤ
d_<_?\:	ɗˤː
d_<_?\:	ɗˤː
t_d\ˈ_?\	t̪’ˤ
d_d_k_?\	d̪̰ˤ
b_<_?\	ɓˤ
b_k_?\	b̰ˤ
b_<_k_?\	ɓ̰ˤ
b_<_?\:	ɓˤː
b_<_?\:	ɓˤː
pt\ˈ_?\	pt’ˤ
bd_k_?\	bd̰ˤ
_?c	ˀc
c\ˈ_j	c’ʲ
c\ˈ_j	c’ʲ
c_?	cˀ
_?J\	ˀɟ
_?J\_<	ˀʄ
J\_<_k	ʄ̰
J\_<_j	ʄʲ
J\_<_+	ʄ̟
g_k_j	g̰ʲ
J\_k_j	ɟ̰ʲ
g_<_k_j	ɠ̰ʲ
G\_k_j	ɢ̰ʲ
J\_<_k_j	ʄ̰ʲ
G\\_<_k_j	ʛ̰ʲ
J\_<_-	ʄ̠
J\_?	ɟˀ
c\ˈ:	c’ː
g_<_j:	ɠʲː
J\_<_j:	ʄʲː
J\_<_j:	ʄʲː
G\\_<_j:	ʛʲː
J\_<:	ʄː
J\_k:	ɟ̰ː
J\_<_k:	ʄ̰ː
g_<_H	ɠᶣ
J\_<_H	ʄᶣ
G\\_<_H	ʛᶣ
_?k	ˀk
k_?	kˀ
_?g	ˀg
_?g_<	ˀɠ
g_<_k	ɠ̰
g_<_G	ɠˠ
J\_<_G	ʄˠ
G\\_<_G	ʛˠ
g_<_+	ɠ̟
g_<_-	ɠ̠
g_k_G	g̰ˠ
J\_k_G	ɟ̰ˠ
g_<_k_G	ɠ̰ˠ
G\_k_G	ɢ̰ˠ
J\_<_k_G	ʄ̰ˠ
G\\_<_k_G	ʛ̰ˠ
g_?	gˀ
g_<_G:	ɠˠː
J\_<_G:	ʄˠː
G\\_<_G:	ʛˠː
g_k:	g̰ː
g_<_k:	ɠ̰ː
c\ˈ_w[?]	c’ʷ
c\ˈ_w[?]	c’ʷ
c_w[?]_?	cʷˀ
k_w[?]_?	kʷˀ
q_w[?]_?	qʷˀ
g_<_j_w[?]	ɠʲʷ
J\_<_j_w[?]	ʄʲʷ
G\\_<_j_w[?]	ʛʲʷ
g_w[?]_?	gʷˀ
J\_w[?]_?	ɟʷˀ
G\_w[?]_?	ɢʷˀ
J\_<_w[?]	ʄʷ
J\_k_w[?]	ɟ̰ʷ
g_<_k_w[?]	ɠ̰ʷ
G\_k_w[?]	ɢ̰ʷ
J\_<_k_w[?]	ʄ̰ʷ
G\\_<_k_w[?]	ʛ̰ʷ
g_<_w[?]_G	ɠʷˠ
J\_<_w[?]_G	ʄʷˠ
G\\_<_w[?]_G	ʛʷˠ
g_<_w[?]:	ɠʷː
J\_<_w[?]:	ʄʷː
J\_<_w[?]:	ʄʷː
G\\_<_w[?]:	ʛʷː
t`\ˈ_j	ʈ’ʲ
t`\ˈ_j	ʈ’ʲ
d`_k_j	ɖ̰ʲ
d`_k_G	ɖ̰ˠ
t`\ˈ_w[?]	ʈ’ʷ
t`\ˈ_w[?]	ʈ’ʷ
t`_w[?]_?	ʈʷˀ
d`_w[?]_?	ɖʷˀ
d`_k_w[?]	ɖ̰ʷ
_?=\	ˀǂ
=\\ˈ	ǂ’
=\\ˈ:	ǂ’ː
=\\ˈ_j	ǂ’ʲ
=\\ˈ_j	ǂ’ʲ
=\\ˈ_w[?]	ǂ’ʷ
=\\ˈ_w[?]	ǂ’ʷ
=\_w[?]_?	ǂʷˀ
_?!\	ˀǃ
!\\ˈ	ǃ’
!\\ˈ:	ǃ’ː
!\\ˈ_j	ǃ’ʲ
!\\ˈ_j	ǃ’ʲ
t\ˈ_j	t’ʲ
d_k_j	d̰ʲ
d_<_k_j	ɗ̰ʲ
d_<_j:	ɗʲː
d_<_H	ɗᶣ
d_<_G	ɗˠ
d_k_G	d̰ˠ
d_<_k_G	ɗ̰ˠ
d_<_G:	ɗˠː
!\\ˈ_w[?]	ǃ’ʷ
!\\ˈ_w[?]	ǃ’ʷ
!\_w[?]_?	ǃʷˀ
t_w[?]_?	tʷˀ
d_k_w[?]	d̰ʷ
d_<_k_w[?]	ɗ̰ʷ
d_<_j_w[?]	ɗʲʷ
d_w[?]_?	dʷˀ
d_<_w[?]_G	ɗʷˠ
d_<_w[?]:	ɗʷː
_?|\	ˀǀ
|\\ˈ	ǀ’
|\\ˈ:	ǀ’ː
|\\ˈ_j	ǀ’ʲ
|\\ˈ_j	ǀ’ʲ
t_d\ˈ_j	t̪’ʲ
d_d_k_j	d̪̰ʲ
d_d_k_G	d̪̰ˠ
|\\ˈ_w[?]	ǀ’ʷ
|\\ˈ_w[?]	ǀ’ʷ
t_d\ˈ_w[?]	t̪’ʷ
|\_w[?]_?	ǀʷˀ
t_d_w[?]_?	t̪ʷˀ
d_d_k_w[?]	d̪̰ʷ
d_d_w[?]_?	d̪ʷˀ
_?O\[?]	ˀʘ
_?kp	ˀkp
O\[?]\ˈ	ʘ’
kp_>	kpʼ
O\[?]_?	ʘˀ
kp_?	kpˀ
_?gb	ˀgb
gb_k	gb̰
gb_?	gbˀ
O\[?]\ˈ:	ʘ’ː
kp\ˈ:	kp’ː
gb_k:	gb̰ː
O\[?]\ˈ_j	ʘ’ʲ
O\[?]\ˈ_j	ʘ’ʲ
kp\ˈ_j	kp’ʲ
kp\ˈ_j	kp’ʲ
gb_k_j	gb̰ʲ
gb_k_G	gb̰ˠ
O\[?]\ˈ_w[?]	ʘ’ʷ
O\[?]\ˈ_w[?]	ʘ’ʷ
kp\ˈ_w[?]	kp’ʷ
kp\ˈ_w[?]	kp’ʷ
O\[?]_w[?]_?	ʘʷˀ
kp_w[?]_?	kpʷˀ
gb_w[?]_?	gbʷˀ
gb_k_w[?]	gb̰ʷ
b_k_j	b̰ʲ
b_<_k_j	ɓ̰ʲ
b_<_j:	ɓʲː
b_<_G	ɓˠ
b_k_G	b̰ˠ
b_<_k_G	ɓ̰ˠ
b_<_G:	ɓˠː
p_w[?]_?	pʷˀ
b_<_k_w[?]	ɓ̰ʷ
b_<_j_w[?]	ɓʲʷ
b_w[?]_?	bʷˀ
b_k_w[?]	b̰ʷ
b_<_w[?]_G	ɓʷˠ
b_<_w[?]:	ɓʷː
pt\ˈ_j	pt’ʲ
pt\ˈ_j	pt’ʲ
bd_k_j	bd̰ʲ
bd_k_G	bd̰ˠ
pt\ˈ_w[?]	pt’ʷ
pt\ˈ_w[?]	pt’ʷ
pt_w[?]_?	ptʷˀ
bd_w[?]_?	bdʷˀ
bd_k_w[?]	bd̰ʷ
c\ˈ_?\	c’ˤ
k\ˈ_?\	k’ˤ
g_<_?\	ɠˤ
J\_<_?\	ʄˤ
g_k_?\	g̰ˤ
J\_k_?\	ɟ̰ˤ
g_<_k_?\	ɠ̰ˤ
J\_<_k_?\	ʄ̰ˤ
g_<_?\:	ɠˤː
g_<_?\:	ɠˤː
J\_<_?\:	ʄˤː
J\_<_?\:	ʄˤː
q\ˈ_w[?]_?\	q’ʷˤ
c\ˈ_w[?]_?\	c’ʷˤ
k\ˈ_w[?]_?\	k’ʷˤ
g_<_w[?]_?\	ɠʷˤ
J\_<_w[?]_?\	ʄʷˤ
G\\_<_w[?]_?\	ʛʷˤ
t`\ˈ_w[?]_?\	ʈ’ʷˤ
=\\ˈ_?\	ǂ’ˤ
=\\ˈ_w[?]_?\	ǂ’ʷˤ
!\\ˈ_?\	ǃ’ˤ
!\\ˈ_w[?]_?\	ǃ’ʷˤ
t\ˈ_w[?]_?\	t’ʷˤ
d_<_w[?]_?\	ɗʷˤ
|\\ˈ_?\	ǀ’ˤ
|\\ˈ_w[?]_?\	ǀ’ʷˤ
t_d\ˈ_w[?]_?\	t̪’ʷˤ
O\[?]\ˈ_?\	ʘ’ˤ
kp\ˈ_?\	kp’ˤ
gb_k_?\	gb̰ˤ
kp\ˈ_w[?]_?\	kp’ʷˤ
O\[?]\ˈ_w[?]_?\	ʘ’ʷˤ
p\ˈ_w[?]_?\	p’ʷˤ
